filing|tech_field|variable|patents|mean|std_dev|kurtosis|skewness|min|p1|p10|p25|p50|p75|p90|p99|max
2004|13|"originality"|7916|.5983329|.2544579|2.850372|-.8525797|0|0|.2076125|.4444444|.6631965|.8024691|.8729339|.9351865|.9676518
2004|14|"originality"|5297|.7940026|.1685793|9.693047|-2.266443|0|0|.5833333|.7390481|.8489796|.9061909|.932398|.9575532|.9757909
2004|15|"originality"|4240|.7972273|.175258|11.46172|-2.647234|0|0|.6242284|.7555556|.8520625|.9053255|.9308473|.9562567|.9697831
2004|16|"originality"|6570|.8085967|.152773|13.06228|-2.720965|0|0|.6461681|.7664|.8515915|.9045139|.9315714|.9563372|.9758186
2004|17|"originality"|2964|.7967307|.1543633|9.549083|-2.216527|0|.1652893|.6122449|.75|.84375|.898206|.9273373|.9576446|.9756445
2004|18|"originality"|1172|.7348021|.2035562|6.725655|-1.907552|0|0|.4746228|.6795062|.7977839|.8710107|.9087889|.9433107|.9624029
2004|19|"originality"|2743|.7762172|.1767508|7.811697|-1.984403|0|0|.5306122|.72|.8337924|.8958333|.9277344|.9637574|.9802632
2004|20|"originality"|1995|.717164|.2137649|5.926313|-1.728407|0|0|.4489796|.6371882|.7851563|.863258|.9069629|.9518222|.9738714
2004|21|"originality"|1966|.7686009|.176845|8.233941|-2.072146|0|0|.5432099|.7160494|.8265306|.8847656|.9183673|.9532444|.9687075
2004|22|"originality"|84|.7979882|.1632755|10.97855|-2.546694|0|0|.625|.7615593|.8453155|.901921|.928|.9669534|.9669534
2004|23|"originality"|3044|.7494586|.1949787|7.637759|-2.050265|0|0|.5|.6944444|.8099173|.8767673|.9141274|.9505556|.9730645
2004|24|"originality"|1366|.6755318|.2113063|5.105697|-1.501292|0|0|.3816568|.5861225|.7361111|.824|.875|.9339645|.9641823
2004|25|"originality"|3736|.6337354|.2442661|3.860019|-1.232102|0|0|.2777778|.5162037|.7083333|.8148148|.8761706|.9297521|.9592
2004|26|"originality"|3061|.6447792|.2449077|3.904816|-1.286017|0|0|.2777778|.53125|.72|.8203125|.877551|.9296875|.9522498
2004|27|"originality"|3858|.7077144|.1914667|6.126094|-1.681702|0|0|.4489796|.64|.7634928|.84|.885|.9349113|.9611426
2004|28|"originality"|3063|.6379719|.2664911|3.391135|-1.164607|0|0|.18|.5|.7244898|.84|.8934911|.9429404|.9669258
2004|29|"originality"|3355|.6535081|.252947|3.699622|-1.210937|0|0|.2777778|.5244445|.7346939|.84375|.897507|.9459876|.9737654
2004|30|"originality"|1702|.7011004|.2151758|5.73598|-1.711633|0|0|.421875|.627219|.7734375|.8476454|.8919668|.9351852|.9594375
2004|31|"originality"|3843|.6542377|.2251394|4.467092|-1.365092|0|0|.34|.5619835|.72|.816609|.8725762|.9274673|.9577633
2004|32|"originality"|5790|.6013146|.2730008|2.858821|-.9726642|0|0|.1236166|.4489796|.6938776|.8140496|.875|.9327781|.9577594
2004|33|"originality"|2259|.5527322|.2766014|2.568406|-.8214892|0|0|0|.4012346|.6280992|.7755102|.84375|.9250892|.9667915
2004|34|"originality"|2281|.6390845|.2544437|3.725332|-1.253396|0|0|.244898|.5330813|.72|.8264463|.879474|.9328|.9626825
2004|35|"originality"|3440|.5971881|.2539765|3.291716|-1.071669|0|0|.1975309|.48|.6666667|.7885609|.8531856|.9240375|.9667982
2005|1|"originality"|7045|.6560147|.2337281|4.209046|-1.310395|0|0|.32|.56|.7210884|.8266667|.8842975|.9375|.9743332
2005|2|"originality"|5969|.6489662|.2257814|4.046548|-1.268608|0|0|.3140496|.5493827|.72|.8099173|.8698061|.925378|.9755017
2005|3|"originality"|4360|.7224717|.1748705|7.887701|-1.961191|0|0|.5|.6627219|.7674696|.839144|.8808864|.9311224|.9726901
2005|4|"originality"|6757|.7261384|.1990799|7.18997|-1.997501|0|0|.48|.6666667|.7901235|.8571429|.8916324|.9297521|.9734251
2005|5|"originality"|1173|.6353706|.2174193|4.359088|-1.287734|0|0|.3703704|.521542|.6938776|.7916667|.8531856|.9151874|.9533725
2005|6|"originality"|7635|.6673446|.2361043|4.800143|-1.530639|0|0|.3571429|.5925926|.7438017|.8333333|.8788927|.9345093|.9753593
2005|7|"originality"|895|.6966238|.2306746|5.586088|-1.72108|0|0|.4444444|.625|.7777778|.8515625|.897507|.9382716|.9581025
2005|8|"originality"|3006|.6617174|.1929929|4.812505|-1.270253|0|0|.4096|.5689347|.7017626|.8006611|.8636364|.93|.9645954
2005|9|"originality"|3838|.6455863|.2415409|3.942955|-1.253167|0|0|.2777778|.5377229|.7195838|.8241966|.882283|.940918|.9755582
2005|10|"originality"|5615|.6750646|.2209528|4.969046|-1.491109|0|0|.375|.5833333|.74|.8336621|.8832|.9341716|.9657618
2005|11|"originality"|1107|.7322768|.2085939|6.40474|-1.807602|0|0|.48|.6666667|.8|.875|.9142637|.9570053|.969488
2005|12|"originality"|2107|.7272868|.2018779|7.072352|-1.961202|0|0|.462963|.6666667|.7911111|.8595041|.899654|.9411157|.9583426
2005|13|"originality"|8444|.5976061|.2540938|2.831805|-.84681|0|0|.1975309|.4448183|.6654064|.8|.8711111|.9376702|.9709982
2005|14|"originality"|5285|.7901565|.1738531|9.380502|-2.24694|0|0|.5714286|.7352766|.8471074|.9043097|.9328497|.9569029|.9744667
2005|15|"originality"|4163|.7864902|.1837069|10.61257|-2.557027|0|0|.5931337|.75|.8429752|.8972386|.9283556|.959957|.9760295
2005|16|"originality"|7075|.8106555|.1509652|13.40551|-2.748812|0|0|.6446281|.7692308|.854516|.9049587|.9323621|.9575195|.9775627
2005|17|"originality"|3109|.7986171|.1582315|10.73552|-2.413199|0|0|.6172839|.752363|.8460208|.899654|.9280692|.9584121|.9789282
2005|18|"originality"|1184|.7451555|.1948643|7.33221|-1.988733|0|0|.4977778|.6875|.8058058|.875|.9111111|.9459278|.9602955
2005|19|"originality"|3251|.7776525|.1767082|8.398674|-2.074989|0|0|.5605536|.7180865|.8338193|.8979592|.9292088|.9569941|.9834189
2005|20|"originality"|2055|.7265913|.2037859|6.400977|-1.812203|0|0|.4536941|.6591081|.7889273|.8641976|.9065744|.9492151|.9772968
2005|21|"originality"|2052|.7690617|.1742408|9.08944|-2.204538|0|0|.56|.71875|.8208312|.8830063|.9165432|.9524221|.9758052
2005|22|"originality"|151|.7934888|.1587858|13.53179|-2.831275|0|0|.6228374|.75|.828556|.892562|.9179548|.947314|.9560047
2005|23|"originality"|3111|.7610133|.1836447|8.638287|-2.207946|0|0|.5326992|.7142857|.8165681|.8771266|.912|.9489619|.97352
2005|24|"originality"|1471|.6797076|.1990545|5.715051|-1.581557|0|0|.436214|.6097815|.7268136|.816609|.872449|.9280692|.9699547
2005|25|"originality"|4068|.6500546|.2371325|4.224992|-1.344305|0|0|.3140496|.56|.72|.8203071|.8757396|.9316406|.9594445
2005|26|"originality"|3221|.6424589|.2502223|3.815|-1.268905|0|0|.244898|.53125|.7222222|.8264463|.8806584|.9333333|.9520988
2005|27|"originality"|3921|.7173845|.1865312|6.577456|-1.789404|0|0|.46875|.65625|.7734375|.84375|.8828125|.9325259|.9583333
2005|28|"originality"|3239|.6567082|.2587134|3.768255|-1.282759|0|0|.244898|.56|.7407407|.8472222|.8966942|.9445266|.979786
2005|29|"originality"|3457|.6560697|.2587955|3.640845|-1.216922|0|0|.244898|.54|.7407407|.8531856|.9020382|.9467528|.9794413
2005|30|"originality"|1973|.7263947|.1914272|6.635302|-1.801973|0|0|.48|.66|.7845142|.8590212|.896|.9381348|.9602076
2005|31|"originality"|4135|.6652499|.2168627|4.496831|-1.345086|0|0|.3667297|.5681581|.7288889|.8198347|.8757396|.9349113|.9576
2005|32|"originality"|6257|.6016652|.2761787|2.852126|-.9839154|0|0|.0713306|.4489796|.6938776|.8163266|.8760331|.9280692|.9694445
2005|33|"originality"|2564|.5450163|.2820545|2.435191|-.7674972|0|0|0|.375|.625|.768083|.8466667|.921684|.9743611
2005|34|"originality"|2351|.644753|.2578732|3.745597|-1.269775|0|0|.21875|.5454546|.7334594|.8337924|.8884298|.9393861|.9655647
2005|35|"originality"|3606|.5992799|.2589623|3.243753|-1.073169|0|0|.1652893|.48|.6745562|.7928994|.8595041|.9230769|.9684899
2006|1|"originality"|7349|.6547354|.2341032|4.015219|-1.240287|0|0|.32|.553288|.72|.8305785|.8881836|.939645|.976339
2006|2|"originality"|5629|.6561313|.2226987|4.284329|-1.338182|0|0|.3203125|.56|.7272727|.8143109|.8688047|.9259259|.9742861
2006|3|"originality"|4340|.729774|.1775418|7.892796|-1.995174|0|0|.5|.6666667|.78|.8460873|.8877551|.9312|.9754775
2006|4|"originality"|7709|.7354656|.1901796|7.838898|-2.094195|0|0|.5|.682056|.7962963|.8580247|.892326|.9329389|.9747463
2006|5|"originality"|1161|.6402083|.2242996|4.331536|-1.335177|0|0|.32|.556213|.7|.8|.8571429|.9218107|.9386056
2006|6|"originality"|7784|.6788512|.2284079|5.183821|-1.604602|0|0|.375|.6111111|.75|.8373702|.882283|.9336705|.9760184
2006|7|"originality"|1044|.7110806|.2161471|6.439851|-1.874858|0|0|.4444444|.6446281|.78|.855324|.8977778|.9375|.9505208
2006|8|"originality"|3207|.6571208|.1894621|4.515833|-1.177005|0|0|.40625|.5605536|.6982248|.794706|.8622222|.9222222|.9823929
2006|9|"originality"|3433|.6561542|.2307208|4.071378|-1.259814|0|0|.32|.55|.7222222|.8264463|.8819753|.9418403|.9835262
2006|10|"originality"|5971|.6812694|.2192271|5.303048|-1.582384|0|0|.3925|.6111111|.7438017|.8333333|.8863811|.9362763|.9737143
2006|11|"originality"|1164|.7300044|.2120295|5.912108|-1.709132|0|0|.4444444|.6520505|.8014269|.8793531|.915|.9528582|.9757611
2006|12|"originality"|2073|.7245876|.2037|6.891854|-1.930121|0|0|.4705882|.6666667|.7901235|.86|.8973472|.9387755|.9577778
2006|13|"originality"|9337|.6042526|.2529826|2.949128|-.9005015|0|0|.2145329|.462585|.6679688|.8049671|.8736|.9355868|.9743044
2006|14|"originality"|5126|.7876151|.1697619|8.816282|-2.108763|0|0|.56|.7294485|.8421053|.9024315|.9319471|.9599271|.976823
2006|15|"originality"|4359|.7898869|.1768788|10.92092|-2.564601|0|0|.6111111|.75|.8424|.899927|.9290658|.9557656|.972429
2006|16|"originality"|7963|.8074558|.1499404|12.50261|-2.602579|0|0|.64|.7615933|.8512111|.9038889|.9314347|.9561149|.9734849
2006|17|"originality"|3242|.8034685|.1579878|10.3336|-2.367404|0|0|.6122449|.76|.8549691|.9046749|.9316406|.9580499|.9827603
2006|18|"originality"|1358|.7507312|.1888858|7.270565|-1.970345|0|0|.5|.7022222|.8128272|.8756378|.91125|.9500329|.968662
2006|19|"originality"|3564|.7884768|.1693008|8.531168|-2.093498|0|0|.5702479|.7300794|.8429752|.9011846|.9306063|.9642473|.9798436
2006|20|"originality"|2258|.7320242|.2015425|6.92089|-1.890824|0|0|.4938272|.6666667|.7901468|.8656362|.9083045|.955625|.981825
2006|21|"originality"|2083|.7900962|.1646886|9.691652|-2.293104|0|0|.6|.7408949|.8414815|.8973045|.9270321|.9594765|.9836403
2006|22|"originality"|173|.801374|.1530331|11.54474|-2.552801|0|0|.654321|.7700312|.84375|.8984375|.9251701|.9572742|.9635986
2006|23|"originality"|3142|.7600669|.1849595|8.166935|-2.116329|0|0|.5277778|.7110727|.8130119|.88|.9185009|.9534417|.9701693
2006|24|"originality"|1604|.6901192|.1920352|5.855231|-1.611175|0|0|.4444444|.622076|.7407407|.8200346|.8719723|.9250892|.9515306
2006|25|"originality"|3943|.6492043|.239101|4.114604|-1.326941|0|0|.2784|.56|.7222222|.8213245|.8757396|.9319471|.966199
2006|26|"originality"|3138|.6668963|.2427306|4.343302|-1.42235|0|0|.32|.5785124|.75|.8421053|.8877551|.9327846|.9583333
2006|27|"originality"|3932|.7220801|.1856334|6.495709|-1.759635|0|0|.4826389|.6534537|.7777778|.8506616|.8888889|.9342403|.9679012
2006|28|"originality"|3003|.6665482|.2561541|3.937662|-1.331635|0|0|.2530864|.5624543|.7555556|.8533334|.9012346|.9478458|.9785575
2006|29|"originality"|3567|.6742656|.2477085|4.023632|-1.312241|0|0|.2916667|.5679013|.7573965|.8580247|.9072533|.9541016|.9767652
2006|30|"originality"|1930|.7118241|.2031711|6.404961|-1.811655|0|0|.4444444|.6430801|.770947|.848261|.8937826|.9334776|.9582853
2006|31|"originality"|4187|.6666924|.2173981|4.509808|-1.339452|0|0|.3742911|.5625|.7256944|.8264463|.8798186|.9328|.9663682
2006|32|"originality"|6521|.6072567|.2739426|2.877306|-.9887147|0|0|.1264198|.46|.6969124|.8194444|.881502|.9304381|.9612476
2006|33|"originality"|2602|.5659909|.2787133|2.601229|-.8374004|0|0|0|.42|.6446281|.781893|.8641976|.9311224|.9689993
2006|34|"originality"|2516|.6514688|.247153|3.851315|-1.25502|0|0|.2777778|.5441049|.7264813|.8336763|.8884688|.9435332|.9606435
2006|35|"originality"|3602|.6075066|.2557146|3.364449|-1.113335|0|0|.1975309|.4938272|.6875|.796875|.8614541|.928019|.9762584
2007|1|"originality"|7550|.6711672|.2258308|4.439483|-1.354651|0|0|.3673469|.5694444|.7361111|.8367347|.8904321|.9398148|.9767179
2007|2|"originality"|5069|.6730604|.2133522|4.701227|-1.429938|0|0|.375|.5864015|.7377778|.8229167|.875|.9296875|.9732426
2007|3|"originality"|4026|.7276019|.1787248|7.670157|-1.95791|0|0|.5|.6666667|.7783559|.8442907|.887574|.9325947|.9753187
2007|4|"originality"|8169|.7419978|.1892015|8.348737|-2.182059|0|0|.5|.691358|.8015143|.8620038|.8964497|.9322814|.9759424
2007|5|"originality"|1062|.650052|.2247009|4.432672|-1.360992|0|0|.3232|.56|.7163013|.8125|.8703704|.9234694|.9494349
2007|6|"originality"|7320|.6766222|.2287772|5.068989|-1.574173|0|0|.375|.6|.75|.8365651|.8819444|.9316406|.9757785
2007|7|"originality"|969|.720032|.2241527|6.357764|-1.900747|0|0|.4444444|.6627219|.7933884|.8675|.9036861|.9382716|.9570637
2007|8|"originality"|3011|.6692164|.1880775|4.604455|-1.198007|0|0|.4297521|.5714286|.7107438|.8074922|.8698225|.9333611|.9689523
2007|9|"originality"|3597|.660278|.2314616|4.104951|-1.258836|0|0|.3300781|.5454546|.7272727|.8305785|.8888889|.9449036|.9689925
2007|10|"originality"|5872|.6835905|.212695|5.260031|-1.522768|0|0|.4081633|.6080669|.7438017|.8355556|.8877551|.9376|.9680275
2007|11|"originality"|1217|.7179978|.2313442|5.331308|-1.640061|0|0|.40625|.6446281|.7901235|.8772219|.9236398|.9640808|.9742102
2007|12|"originality"|1972|.7337945|.1999493|7.542503|-2.05418|0|0|.5|.6702337|.7959183|.8637708|.9017447|.9387755|.9752066
2007|13|"originality"|9645|.6118541|.2514434|3.053871|-.9452457|0|0|.21875|.4765625|.6805556|.8088643|.8757396|.9408265|.9728261
2007|14|"originality"|4910|.7883725|.1724901|9.862864|-2.322291|0|0|.5714286|.7377778|.8421053|.9004959|.9294408|.958232|.9756619
2007|15|"originality"|4246|.7862407|.1814146|10.61803|-2.541973|0|0|.6035503|.75|.84|.8969265|.927686|.9605263|.9775891
2007|16|"originality"|7364|.8008236|.1558932|12.04613|-2.563741|0|0|.625|.75|.846584|.9010739|.9302481|.9566965|.972912
2007|17|"originality"|3100|.8048866|.1550912|10.97452|-2.435992|0|0|.6172839|.7603306|.8531815|.9042969|.932786|.9608682|.9766764
2007|18|"originality"|1293|.7432744|.1873686|6.9662|-1.897477|0|0|.5|.6875|.8|.86862|.9085873|.9422936|.9634744
2007|19|"originality"|3707|.7878485|.1720235|9.003984|-2.172851|0|0|.5822881|.7317554|.8415638|.901816|.9336|.9639889|.9784589
2007|20|"originality"|2240|.7376701|.1925899|6.69736|-1.808784|0|0|.4913307|.6666667|.7959183|.8673469|.9108931|.9519891|.9728137
2007|21|"originality"|2077|.784463|.1659951|8.821411|-2.14594|0|0|.578125|.7337278|.8366285|.8950617|.9249587|.96|.9779739
2007|22|"originality"|166|.8172909|.1450522|15.12189|-3.062623|0|0|.6942149|.7857143|.86044|.8994083|.9265667|.9598247|.9604945
2007|23|"originality"|3184|.767516|.1809845|8.771477|-2.229733|0|0|.5510204|.722029|.8199446|.8828125|.9167534|.9536489|.9672822
2007|24|"originality"|1633|.6947601|.1905262|6.014361|-1.603068|0|0|.4489796|.625|.7404844|.8290817|.8806584|.9342403|.9638648
2007|25|"originality"|3996|.6568971|.2302083|4.35927|-1.350916|0|0|.328125|.56|.7222222|.8207197|.8788927|.933518|.9736086
2007|26|"originality"|3258|.6764147|.2289257|4.758419|-1.485568|0|0|.375|.5925926|.7450286|.8402367|.8877551|.9327781|.9611426
2007|27|"originality"|4264|.7173592|.187512|6.056062|-1.667146|0|0|.4733728|.6484375|.775|.8469388|.8902376|.9332102|.9732231
2007|28|"originality"|2696|.674422|.2543034|4.014349|-1.359416|0|0|.2777778|.5714286|.768083|.8548192|.9059829|.9526517|.9751416
2007|29|"originality"|3567|.682333|.2415227|4.249504|-1.370375|0|0|.32|.5859375|.76|.8592123|.9077551|.9481201|.9841043
2007|30|"originality"|1964|.7279621|.1903142|6.532077|-1.79335|0|0|.4828304|.6602469|.7890625|.8580781|.8984375|.9405344|.9716667
2007|31|"originality"|4100|.6752245|.2127225|4.840254|-1.432738|0|0|.375|.5833333|.7361111|.8266667|.8766716|.9305679|.9640999
2007|32|"originality"|6494|.6272129|.2658887|3.161037|-1.07691|0|0|.1856|.4938272|.72|.8298611|.8864266|.9369798|.9804104
2007|33|"originality"|2596|.5736054|.2695424|2.75071|-.8909615|0|0|0|.4444444|.6519836|.7820069|.8580247|.9179688|.9605196
2007|34|"originality"|2637|.6426873|.2581372|3.729011|-1.25867|0|0|.244898|.54|.7222222|.8313609|.8870392|.9371428|.9680151
2007|35|"originality"|3717|.6106589|.2511626|3.449664|-1.120388|0|0|.21875|.4938272|.6818182|.8|.8611111|.9232979|.973021
2008|1|"originality"|8043|.6750868|.2216141|4.668218|-1.401855|0|0|.375|.58|.7368421|.8370987|.8894174|.938727|.9762034
2008|2|"originality"|4711|.6882743|.2036215|5.270332|-1.548418|0|0|.40625|.6138135|.7474747|.8301606|.877551|.9261186|.9734694
2008|3|"originality"|3833|.7192918|.1845552|7.345129|-1.912241|0|0|.5|.65625|.7733333|.8430046|.885|.9305556|.9751517
2008|4|"originality"|8161|.7372273|.1941044|8.14053|-2.167123|0|0|.5|.6875|.7970615|.86|.8955556|.9335963|.9754812
2008|5|"originality"|959|.645662|.2370318|4.446271|-1.420835|0|0|.32|.5625|.72|.8163266|.8641976|.9300567|.9568
2008|6|"originality"|6966|.6810427|.2250137|5.271176|-1.615161|0|0|.3868313|.6111111|.7527438|.8367347|.8814835|.9322222|.9623458
2008|7|"originality"|1049|.7290466|.2110083|7.2488|-2.068128|0|0|.4826989|.6836734|.7988981|.8611111|.8979592|.9411157|.9705651
2008|8|"originality"|3003|.6703203|.1917917|4.726485|-1.257581|0|0|.4166667|.5714286|.715|.8099173|.8699272|.9320254|.9574515
2008|9|"originality"|3425|.6581127|.2332679|3.906008|-1.201421|0|0|.32|.53125|.7272727|.8355556|.8891967|.9365628|.9793388
2008|10|"originality"|5949|.6941781|.2110344|5.695748|-1.660667|0|0|.4387755|.625|.7573696|.8395061|.8870392|.9338374|.970457
2008|11|"originality"|1152|.7223043|.2261261|5.969561|-1.805759|0|0|.4444444|.6666667|.7959183|.8703852|.918242|.955102|.9708232
2008|12|"originality"|2066|.735611|.1947741|7.692831|-2.059222|0|0|.5|.68|.7917427|.8622222|.9|.9413266|.9649383
2008|13|"originality"|8785|.6144323|.2490521|3.044802|-.9492768|0|0|.2265625|.4753087|.6875|.80839|.8752834|.936967|.9693894
2008|14|"originality"|4350|.7876184|.1674815|10.09315|-2.334649|0|0|.5906372|.7352941|.8369167|.8964844|.9285404|.957037|.9862339
2008|15|"originality"|4166|.7760743|.1812053|9.846896|-2.379895|0|0|.56|.7272727|.8284023|.8919668|.9253808|.9550329|.9763574
2008|16|"originality"|6909|.8023651|.1520855|11.99198|-2.544538|0|0|.6358024|.7557025|.8444445|.9|.9290645|.9564256|.9745364
2008|17|"originality"|2978|.8135806|.1449066|9.758992|-2.272671|0|.2777778|.6339286|.7764332|.86|.9060642|.9330755|.9596897|.9844197
2008|18|"originality"|1283|.7386935|.1900469|6.583631|-1.802613|0|0|.4938272|.6666667|.7977431|.8678501|.9104308|.94728|.9742705
2008|19|"originality"|3567|.8025122|.1614778|9.267785|-2.213504|0|.1326531|.604915|.75|.855|.9081632|.936673|.9634774|.9746749
2008|20|"originality"|2158|.7455717|.1854484|7.131212|-1.866579|0|0|.5|.6759259|.8|.8719723|.9115505|.952003|.977493
2008|21|"originality"|1995|.7826041|.1754141|9.075479|-2.258829|0|0|.5625|.7380952|.8395061|.8941736|.9234694|.960384|.9827291
2008|22|"originality"|150|.8014902|.1669209|12.59716|-2.843293|0|0|.6709333|.7777778|.8422326|.8966942|.9367808|.9504|.9532624
2008|23|"originality"|3214|.7643623|.1816106|8.76477|-2.205997|0|0|.5546875|.7165533|.8178905|.88|.9160998|.9533527|.9766253
2008|24|"originality"|1739|.6912408|.1912417|5.740511|-1.590487|0|0|.4297521|.6228374|.7407407|.8228759|.8715278|.9302326|.9495247
2008|25|"originality"|3810|.6724702|.2228457|4.648901|-1.41915|0|0|.3688587|.58|.7402422|.8333333|.8815005|.9351319|.9622771
2008|26|"originality"|3170|.6862946|.2196948|5.058183|-1.538018|0|0|.375|.6111111|.755102|.84|.8888889|.9361984|.9689215
2008|27|"originality"|4389|.7249265|.1837323|6.542138|-1.753084|0|0|.4923302|.6577778|.7776|.8531856|.8928|.936778|.9598338
2008|28|"originality"|2743|.6761501|.2547556|3.900613|-1.326872|0|0|.2770083|.5694444|.7682292|.8609468|.9085873|.9527675|.9669083
2008|29|"originality"|3656|.6828178|.2412602|4.249108|-1.369479|0|0|.32|.58|.7603306|.8595041|.9060642|.9529086|.9747608
2008|30|"originality"|2094|.7175857|.2020532|6.138591|-1.75843|0|0|.4444444|.6474622|.78125|.8526077|.8941736|.9387755|.9584488
2008|31|"originality"|4274|.673687|.2177033|4.933927|-1.48957|0|0|.375|.5972222|.7378875|.8254848|.877551|.9325259|.9614995
2008|32|"originality"|6630|.6275226|.2678246|3.18256|-1.105036|0|0|.1768707|.4938272|.720655|.8315972|.885|.93125|.962539
2008|33|"originality"|2603|.5787022|.26783|2.817044|-.9073271|0|0|0|.4444444|.65625|.7881944|.859375|.9230769|.9576
2008|34|"originality"|2612|.6664617|.2391167|4.309809|-1.384343|0|0|.32|.5714286|.7407407|.839298|.8888889|.9456|.966759
2008|35|"originality"|3866|.6164277|.2491454|3.529145|-1.135552|0|0|.2265625|.5|.6875|.8|.865|.9317895|.9717086
2009|1|"originality"|7877|.6754712|.220019|4.658412|-1.38453|0|0|.375|.5798817|.7352538|.8372781|.8888889|.938727|.9764683
2009|2|"originality"|3956|.6802015|.2128531|4.949538|-1.484299|0|0|.3905326|.595737|.7466667|.8284023|.88|.9338374|.9782841
2009|3|"originality"|3398|.7169694|.1869115|7.223743|-1.89832|0|0|.4897959|.65625|.7712|.8424692|.885|.9330357|.9725435
2009|4|"originality"|7833|.7250854|.2078633|7.346989|-2.067836|0|0|.5|.6666667|.7928994|.859375|.892562|.9342403|.97475
2009|5|"originality"|929|.6518027|.2202116|4.844541|-1.442888|0|0|.375|.56|.72|.8061224|.8622449|.9201183|.9506903
2009|6|"originality"|6951|.6702531|.2270018|4.955174|-1.527821|0|0|.375|.58|.7407407|.8280785|.8792|.9311111|.9587249
2009|7|"originality"|1073|.7281894|.2068637|7.210199|-2.015479|0|0|.5|.6666667|.7928994|.86|.9012346|.9436735|.9570637
2009|8|"originality"|3192|.6545981|.2054415|4.213189|-1.180762|0|0|.3676383|.5551021|.7030364|.805293|.8718112|.9320043|.969225
2009|9|"originality"|2968|.6541973|.2364107|3.885805|-1.204699|0|0|.3198667|.53125|.7230447|.8311111|.8888889|.9432126|.9817573
2009|10|"originality"|5674|.6829454|.2206959|5.177517|-1.558593|0|0|.3875433|.6066667|.75|.84|.8864266|.9336|.9688091
2009|11|"originality"|1115|.7119268|.2284047|5.861733|-1.765149|0|0|.4444444|.64|.78125|.8671875|.9101563|.9572864|.970037
2009|12|"originality"|1810|.7445556|.1836196|8.43256|-2.139826|0|0|.5|.6875|.7931334|.8636364|.9051628|.9421074|.9867358
2009|13|"originality"|9038|.6069212|.25151|2.913108|-.9005367|0|0|.2145329|.46|.68|.8079585|.8711111|.9324961|.9737526
2009|14|"originality"|4402|.786594|.1645627|9.756103|-2.24372|0|0|.5904011|.7337278|.8348408|.8957101|.9281788|.9588322|.9836558
2009|15|"originality"|3794|.7698295|.1943617|9.487992|-2.415785|0|0|.56|.7222222|.8297184|.8884298|.9221158|.9582716|.973821
2009|16|"originality"|6259|.7971934|.1525189|11.11733|-2.407158|0|0|.625|.75|.8403739|.8978532|.9268176|.9542561|.9770538
2009|17|"originality"|3004|.8143542|.1496555|11.37487|-2.489932|0|.1652893|.64|.7777778|.8595732|.9085873|.9355556|.9602132|.9848496
2009|18|"originality"|1135|.739994|.1973539|6.912688|-1.91138|0|0|.4897959|.6759259|.8|.8707483|.9088|.9514286|.9775802
2009|19|"originality"|3417|.8066444|.158092|10.54672|-2.389986|0|0|.6248|.7603306|.8561237|.9086127|.9363265|.9609522|.9766205
2009|20|"originality"|2206|.7376778|.1896932|6.685634|-1.759895|0|0|.4970414|.665|.7958478|.8704799|.9107143|.9511111|.9732226
2009|21|"originality"|1888|.788075|.1595432|9.075626|-2.12115|0|0|.59375|.7283568|.8394915|.8976424|.9259259|.9540895|.9646465
2009|22|"originality"|175|.7841268|.1719776|11.1062|-2.515123|0|0|.625|.7451524|.8284023|.8961219|.928|.9615912|.9633322
2009|23|"originality"|3073|.7656997|.1817653|8.811403|-2.243523|0|0|.555|.72|.8229167|.88|.9146722|.9488678|.9737646
2009|24|"originality"|1620|.6868137|.1927136|5.653738|-1.522342|0|0|.4444444|.6041613|.7346939|.8258059|.873179|.9311111|.9605254
2009|25|"originality"|3715|.6739562|.2216784|4.874968|-1.472336|0|0|.375|.5833333|.7407407|.8310249|.8832645|.9382716|.975346
2009|26|"originality"|2967|.6771414|.2284078|4.530068|-1.434634|0|0|.345679|.585|.75|.84|.8877551|.9338374|.9752381
2009|27|"originality"|4201|.7250865|.1801083|6.520962|-1.73175|0|0|.4897959|.6666667|.7755102|.8480726|.892562|.9375411|.9739854
2009|28|"originality"|2270|.6860357|.2495641|4.234526|-1.415856|0|0|.2777778|.6111111|.7733333|.8652202|.9115576|.9504132|.9756041
2009|29|"originality"|3372|.6812437|.2503292|4.151955|-1.37064|0|0|.3062382|.5714286|.7721661|.8609763|.9101534|.9567474|.9882408
2009|30|"originality"|2284|.7134758|.2050506|5.869058|-1.691175|0|0|.4444444|.64|.7796605|.8540221|.8966942|.9382936|.9640095
2009|31|"originality"|3787|.6745076|.212447|4.979727|-1.483035|0|0|.3806228|.5867769|.7361111|.8241966|.875|.9248|.9545454
2009|32|"originality"|5669|.6295131|.2694834|3.228631|-1.131375|0|0|.1652893|.5|.7222222|.8341837|.8858132|.9359849|.9723668
2009|33|"originality"|2313|.5663216|.2721221|2.653117|-.8323034|0|0|0|.4177778|.64|.7810651|.8587755|.9273356|.9677551
2009|34|"originality"|2425|.6605063|.2401313|4.194154|-1.350743|0|0|.32|.5619835|.7346939|.8367347|.8877551|.9377778|.9656157
2009|35|"originality"|3798|.6244986|.244646|3.764277|-1.218733|0|0|.244898|.5|.6944444|.8051758|.8636836|.9261186|.9580247
